iter	Logloss
180	0.1017446648
181	0.1012937609
182	0.1009888536
183	0.1007340081
184	0.1004288699
185	0.1001610386
186	0.09995293086
187	0.09961052731
188	0.09930638352
189	0.09914606657
190	0.09899409697
191	0.09886565078
192	0.09869968166
193	0.0985303284
194	0.0982980682
195	0.09808972558
196	0.09777342497
197	0.09739667173
198	0.09706346054
199	0.09684139095
200	0.09659665108
201	0.09613111104
202	0.09574210793
203	0.09558879127
204	0.09525144503
205	0.09517753637
206	0.09491688517
207	0.09472793285
208	0.09455377899
209	0.09434988526
210	0.09419167851
211	0.09400494899
212	0.0937895796
213	0.09359399152
214	0.09346079487
215	0.09334839999
216	0.09318198797
217	0.09292235421
218	0.09273182825
219	0.09248903888
220	0.09216598085
221	0.09184447721
222	0.09165409808
223	0.09137654375
224	0.09127069062
225	0.09108942475
226	0.09100256298
227	0.09089333732
228	0.09071495038
229	0.09046137964
230	0.09033339198
231	0.09020128451
232	0.09000081635
233	0.08982254169
234	0.0896191304
235	0.08931638027
236	0.08914401044
237	0.08895049797
238	0.08875369158
239	0.08859173779
240	0.0884049698
241	0.08832451919
242	0.08817672346
243	0.0880062611
244	0.08788433469
245	0.08772653929
246	0.0874450227
247	0.0872197566
248	0.08707092532
249	0.08692814196
250	0.08677227677
251	0.0866783429
252	0.08640273785
253	0.08620039022
254	0.08587275761
255	0.08562275549
256	0.08546474254
257	0.08523247461
258	0.08505215547
259	0.08491008741
260	0.08473168139
261	0.08453225467
262	0.08440325545
263	0.08424942649
264	0.08409543951
265	0.08399055199
266	0.0838539988
267	0.08360525753
268	0.08339424507
269	0.08313152696
270	0.08299706413
271	0.08284592525
272	0.08268163404
273	0.08252984523
274	0.08237297307
275	0.08197521911
276	0.08181506472
277	0.08155351965
278	0.08120338009
279	0.08100658876
280	0.08070868655
281	0.08056649235
282	0.08041880589
283	0.08022453218
284	0.08005130972
285	0.07986114496
286	0.07972538376
287	0.07958506151
288	0.0794686968
289	0.07933940654
290	0.07914960922
291	0.07899657963
292	0.07880461295
293	0.07857851353
294	0.07851178424
295	0.07841099204
296	0.07822119594
297	0.07801940725
298	0.07783780314
299	0.07763884071
300	0.07734664411
301	0.07714759347
302	0.07702450322
303	0.07682800175
304	0.07668889662
305	0.07662203632
306	0.07651468231
307	0.07637163273
308	0.07625528772
309	0.07609664378
310	0.07593311083
311	0.07582765703
312	0.07571857141
313	0.07561334789
314	0.07533563767
315	0.07519365065
316	0.07508898568
317	0.07492611541
318	0.07473484763
319	0.07447110231
320	0.0742738295
321	0.0741557486
322	0.07407590539
323	0.07392868496
324	0.07385930423
325	0.0736878418
326	0.07348805722
327	0.07336969725
328	0.07323203651
329	0.07298333576
330	0.0728640755
331	0.07266232312
332	0.0725543618
333	0.07233956902
334	0.0722556736
335	0.07210928274
336	0.0719633318
337	0.07166272433
338	0.07152515346
339	0.07140358986
340	0.07121628936
341	0.07114044908
342	0.07107354986
343	0.07096957355
344	0.07084725191
345	0.0706828609
346	0.07060041192
347	0.07033676585
348	0.07023114157
349	0.07004956644
350	0.06991517274
351	0.06980999595
352	0.06975192599
353	0.06960720285
354	0.06954039904
355	0.06943596422
356	0.06932188236
357	0.0691451626
358	0.0689126548
359	0.06868794422
360	0.06852324396
361	0.06839398224
362	0.06825751633
363	0.06807100247
364	0.06798025994
365	0.06778422149
366	0.06768888655
367	0.06763908841
368	0.06758026721
369	0.06748681964
370	0.06737821314
371	0.06728669085
372	0.06718534451
373	0.06709256935
374	0.066846501
375	0.06677270971
376	0.06663242441
377	0.06652042246
378	0.06640426171
379	0.06632664385
380	0.06614033968
381	0.06607174503
382	0.06586916944
383	0.06578003116
384	0.0657278179
385	0.06554151643
386	0.0653558507
387	0.06521435005
388	0.06514246604
389	0.06503445978
390	0.06493656748
391	0.06474222515
392	0.06464179615
393	0.06454342885
394	0.06434950457
395	0.06428372623
396	0.064120465
397	0.06403762076
398	0.06377812956
399	0.06367361382
400	0.06357222812
401	0.06337972344
402	0.06322686966
403	0.06305769797
404	0.0629612444
405	0.06274735294
406	0.06262473778
407	0.06253247586
408	0.06241320233
409	0.06230055804
410	0.06219714931
411	0.06203755276
412	0.06184674944
413	0.06166856013
414	0.06159122419
415	0.06144348639
416	0.0613785522
417	0.06128146538
418	0.06113987309
419	0.06100150395
420	0.06083432647
421	0.0607545574
422	0.06068582997
423	0.06058530699
424	0.0605080536
425	0.06043205715
426	0.06029072001
427	0.06017387557
428	0.06001849113
429	0.05992195181
430	0.05985869268
431	0.0596875711
432	0.05962656602
433	0.05945998575
434	0.05937731153
435	0.05929854921
436	0.05924925783
437	0.05909994751
438	0.05902383778
439	0.05893445236
440	0.05873230228
441	0.05861750552
442	0.05851035666
443	0.05836473131
444	0.05819292743
445	0.05810341829
446	0.05798502118
447	0.05785288271
448	0.05779167171
449	0.05758493494
450	0.05749750022
451	0.05744398397
452	0.05730569507
453	0.05724289027
454	0.0571526907
455	0.05705321232
456	0.05684013317
457	0.05672503608
458	0.05666459534
459	0.05658165951
460	0.0564644892
461	0.056368131
462	0.05629556
463	0.05621361134
464	0.0561573844
465	0.05609568519
466	0.05602369702
467	0.05588930641
468	0.05582805404
469	0.05562492682
470	0.05557795269
471	0.05544326048
472	0.05539010567
473	0.05534380255
474	0.05528281842
475	0.05517672234
476	0.05499840665
477	0.05492753019
478	0.05483938799
479	0.05472857574
480	0.05468027535
481	0.0545664756
482	0.05443740418
483	0.05435865022
484	0.05426711235
485	0.05421767119
486	0.05409184941
487	0.0539974458
488	0.05384248168
489	0.05371295888
490	0.05363522928
491	0.05357800654
492	0.05346317625
493	0.05339244666
494	0.05326039431
495	0.05317378301
496	0.05313546289
497	0.05304827328
498	0.05298436137
499	0.05282711795
500	0.05274242502
501	0.05266311126
502	0.05259449601
503	0.05252300566
504	0.05238415464
505	0.05231562643
506	0.05224147734
507	0.05214864225
508	0.05202421901
509	0.05196936464
510	0.05192905212
511	0.05188225427
512	0.05183570112
513	0.05174020153
514	0.05165778132
515	0.05162442597
516	0.05160417157
517	0.05152390391
518	0.05144860314
519	0.0513868072
520	0.05133106295
521	0.05126243075
522	0.05116234092
523	0.05104824153
524	0.0509635023
525	0.05087800644
526	0.05084363429
527	0.05078221191
528	0.05067337196
529	0.0505658908
530	0.05050372714
531	0.05042960285
532	0.05038314842
533	0.0503255784
534	0.05017534417
535	0.05009903377
536	0.05001985424
537	0.04993579274
538	0.04987656512
539	0.04980271928
540	0.049711097
541	0.04963531368
542	0.04956613549
543	0.04951617637
544	0.0494796686
545	0.04938774924
546	0.04931799485
547	0.04923156846
548	0.04912276776
549	0.04904485311
550	0.04896799058
551	0.0488717322
552	0.04878832247
553	0.04871324061
554	0.04866070333
555	0.0486189935
556	0.04844508902
557	0.04838078151
558	0.04828900254
559	0.04823874757
560	0.04814243358
561	0.04810483889
562	0.04804090492
563	0.04796963732
564	0.04790272306
565	0.04784207044
566	0.0477657157
567	0.0476835186
568	0.04764311809
569	0.04759346878
570	0.04754963712
571	0.04745852914
572	0.04738665416
573	0.04730953476
574	0.04721318845
575	0.0470813226
576	0.04695328967
577	0.04685847624
578	0.0467656223
579	0.04670056316
580	0.04661998368
581	0.04658056895
582	0.04646619098
583	0.04634863154
584	0.0462879526
585	0.04621618513
586	0.04616838711
587	0.04605344949
588	0.04600262706
589	0.0459048944
590	0.04582979506
591	0.04576805545
592	0.04571729786
593	0.04566687487
594	0.04559960746
595	0.04552649425
596	0.04546223933
597	0.04539187418
598	0.04529777164
599	0.04523261452
600	0.04519975025
601	0.04503458859
602	0.04496701146
603	0.04488233271
604	0.0448073497
605	0.04474012792
606	0.04463902774
607	0.04455693755
608	0.04443370732
609	0.04435763164
610	0.04432549237
611	0.0442784849
612	0.04423593778
613	0.04419442254
614	0.04404373379
615	0.0439714474
616	0.04391543037
617	0.04383438104
618	0.04375540642
619	0.04365782841
620	0.04362937056
621	0.0435261545
622	0.04340801387
623	0.04335245863
624	0.04330994606
625	0.04323149831
626	0.04309646609
627	0.04306501252
628	0.04296598562
629	0.04289877842
630	0.04284573017
631	0.04273936271
632	0.04267299289
633	0.04258292298
634	0.04250877328
635	0.0424971852
636	0.04244625277
637	0.04236339424
638	0.04232931027
639	0.04228473146
640	0.0422508521
641	0.04219008269
642	0.04210922841
643	0.04201480421
644	0.04196571832
645	0.04187821773
646	0.04181516958
647	0.04169938778
648	0.04161338641
649	0.04151376436
650	0.04139160213
651	0.04131932849
652	0.04128000435
653	0.04122227103
654	0.04115013381
655	0.04110011365
656	0.04104317644
657	0.04095963705
658	0.04085841513
659	0.04081684167
660	0.04069833111
661	0.04065875713
662	0.04060655981
663	0.04056418294
664	0.04045911277
665	0.04040216657
666	0.04033767777
667	0.04026605449
668	0.04024654159
669	0.04015439224
670	0.04011135468
671	0.04006256114
672	0.04001525
673	0.03993486334
674	0.03988689238
675	0.03981609407
676	0.03972611604
677	0.03965540216
678	0.03958102011
679	0.03953304356
680	0.03949125485
681	0.03945144691
682	0.03934959329
683	0.03929032008
684	0.03924893965
685	0.03921164175
686	0.03914647962
687	0.03907530227
688	0.03903012874
689	0.03898978949
690	0.03890380203
691	0.03884158021
692	0.03880397689
693	0.03870847663
694	0.03866337882
695	0.0385453779
696	0.03849629211
697	0.03845115968
698	0.03840719518
699	0.03837016005
700	0.03832594843
701	0.03829141619
702	0.03818491861
703	0.03816147819
704	0.03811495116
705	0.03805962072
706	0.03799682866
707	0.03791038839
708	0.037849616
709	0.03781395429
710	0.03776983009
711	0.03770478077
712	0.037647116
713	0.03757994229
714	0.03754336526
715	0.03749404936
716	0.03744281096
717	0.03738354969
718	0.03733559143
719	0.03731514666
720	0.03725807816
721	0.03720144649
722	0.03713815519
723	0.03708772183
724	0.03703862884
725	0.03697259396
726	0.03687111692
727	0.03683832043
728	0.03679166811
729	0.03672872751
730	0.03665379195
731	0.03658482376
732	0.03653558748
733	0.03649482344
734	0.03643079096
735	0.03635633152
736	0.03630738675
737	0.03628760638
738	0.03626747459
739	0.03624741732
740	0.03616241949
741	0.0361232223
742	0.03604372597
743	0.03601808003
744	0.03598281437
745	0.03595360512
746	0.0359201475
747	0.03586352025
748	0.03581827587
749	0.03573893282
750	0.03569011695
751	0.03564739167
752	0.03558762136
753	0.03556338251
754	0.03553030416
755	0.03549001619
756	0.03544823088
757	0.03541703775
758	0.03536996713
759	0.03536989836
760	0.03535017214
761	0.0352726979
762	0.03525810524
763	0.03519301906
764	0.03513660502
765	0.03511185988
766	0.03505300862
767	0.03503619021
768	0.03495885947
769	0.03483418543
770	0.03476225157
771	0.03472392747
772	0.03466322353
773	0.03466322524
774	0.0346630234
775	0.03459814686
776	0.0345359002
777	0.03450227807
778	0.03446299903
779	0.03437578355
780	0.03431006807
781	0.03426534253
782	0.03419112794
783	0.03416330002
784	0.03411769688
785	0.03408351523
786	0.03405805817
787	0.03400390708
788	0.03395070863
789	0.03390062343
790	0.03384426723
791	0.03381171476
792	0.03376775251
793	0.03373051666
794	0.03365807354
795	0.03358054402
796	0.03351556187
797	0.03344440793
798	0.03340961514
799	0.03334035282
800	0.0333089288
801	0.03326771358
802	0.03321661934
803	0.03315337146
804	0.03310491583
805	0.0330236326
806	0.03298662096
807	0.03294284704
808	0.03289104551
809	0.03286215558
810	0.03283326084
811	0.03279843705
812	0.03274026908
813	0.03269496164
814	0.03263748351
815	0.03258727765
816	0.0325688235
817	0.03250732231
818	0.03246395746
819	0.03238177154
820	0.03236300618
821	0.0322784599
822	0.03223046095
823	0.03220895502
824	0.032165525
825	0.03213429554
826	0.03208692172
827	0.03204931061
828	0.03198313607
829	0.03195555121
830	0.03190101603
831	0.03187477913
832	0.03181388849
833	0.03178650485
834	0.03174333344
835	0.03172019668
836	0.03169636112
837	0.03165466058
838	0.0316013446
839	0.03158792898
840	0.03156168166
841	0.03154187575
842	0.03147265082
843	0.03144357953
844	0.03141092149
845	0.03138056005
846	0.03133746198
847	0.03127350169
848	0.03123294269
849	0.03119399516
850	0.03115636266
851	0.03111347982
852	0.03108524857
853	0.03104742507
854	0.03102874676
855	0.03101692761
856	0.031004383
857	0.03095725527
858	0.03091579359
859	0.03087051183
860	0.03082578172
861	0.03075627407
862	0.03071164123
863	0.03068099052
864	0.03061108857
865	0.0305774638
866	0.03055254459
867	0.03051730328
868	0.03049101662
869	0.03045344013
870	0.03043639902
871	0.0304237373
872	0.03040678244
873	0.03038643264
874	0.03034810138
875	0.03029227824
876	0.03025128549
877	0.03021892517
878	0.03017498729
879	0.03013028548
880	0.03009399808
881	0.03006817736
882	0.03000024427
883	0.02995728452
884	0.02993831368
885	0.02989910176
886	0.02988354595
887	0.02985359481
888	0.0298271823
889	0.02981233768
890	0.02977130598
891	0.02971242928
892	0.02967597528
893	0.02962949782
894	0.02959565281
895	0.02955556541
896	0.02952265142
897	0.02947546258
898	0.02943277725
899	0.02940069607
900	0.02939241437
901	0.0293829627
902	0.02934419035
903	0.02932294143
904	0.02927885771
905	0.02925723983
906	0.02921374019
907	0.02916329133
908	0.0291271801
909	0.02910805304
910	0.02908772287
911	0.02903004947
912	0.02899445614
913	0.02895607738
914	0.02894093653
915	0.02889031679
916	0.02888314907
917	0.02886494768
918	0.02883712643
919	0.0287863246
920	0.02874141838
921	0.02865322525
922	0.02858729475
923	0.02856557075
924	0.02852157461
925	0.02847795595
926	0.02845678671
927	0.02840638699
928	0.02837174101
929	0.02834787579
930	0.02826802812
931	0.02821821412
932	0.02818423877
933	0.02815301435
934	0.02811610406
935	0.02808953502
936	0.02803942171
937	0.02799844006
938	0.02795481846
939	0.02789059505
940	0.02786519399
941	0.0278351432
942	0.02781603345
943	0.02778537584
944	0.02774898776
945	0.02770833259
946	0.02767000654
947	0.02765893274
948	0.02761964631
949	0.02757415488
950	0.02753530572
951	0.02747326896
952	0.02741135624
953	0.02738423943
954	0.02734543199
955	0.02732721769
956	0.0272359094
957	0.02720972951
958	0.02718365241
959	0.02711000329
960	0.02705295554
961	0.0269997935
962	0.0269567502
963	0.02691885331
964	0.02687270563
965	0.02683729839
966	0.0267996507
967	0.02677530186
968	0.02674827339
969	0.02670658988
970	0.02666400797
971	0.02660389854
972	0.02658084208
973	0.02656258951
974	0.02652345006
975	0.02647820826
976	0.02642815241
977	0.02640107409
978	0.02637832571
979	0.02635009052
980	0.02633281628
981	0.02630499947
982	0.02624318161
983	0.02620781519
984	0.02617571679
985	0.02613397741
986	0.02608324464
987	0.02605037353
988	0.02602752826
989	0.02599469671
990	0.02592972432
991	0.02589094786
992	0.02584759588
993	0.0258233407
994	0.02577429771
995	0.02575808937
996	0.02571873714
997	0.02569721555
998	0.02564221488
999	0.02560225467
